Province_Region,NOC_Code,Occupation,2016,2017,2018,2019,2020,2021,2022,2023
Alberta,712,Home building and renovation managers,0.0,0.0,0.0,1.0,1.0,3.0,6.0,8.0
Alberta,714,Facility operation and maintenance managers,7.0,4.0,2.0,2.0,1.0,0.0,6.0,6.0
Alberta,731,Managers in transportation,13.0,4.0,2.0,6.0,2.0,0.0,6.0,4.0
Alberta,811,Managers in natural resources production and fishing,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Alberta,821,Managers in agriculture,25.0,8.0,10.0,8.0,5.0,4.0,8.0,4.0
Alberta,822,Managers in horticulture,14.0,7.0,2.0,3.0,1.0,3.0,1.0,4.0
Alberta,911,Manufacturing managers,9.0,3.0,3.0,2.0,1.0,4.0,4.0,7.0
Alberta,912,Utilities managers,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alberta,1111,Financial auditors and accountants,2.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0
Alberta,1112,Financial and investment analysts,1.0,0.0,1.0,0.0,1.0,1.0,4.0,6.0
Alberta,1113,"Securities agents, investment dealers and brokers",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alberta,1114,Other financial officers,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0
Alberta,1121,Human resources professionals,0.0,2.0,0.0,2.0,1.0,0.0,7.0,10.0
Alberta,1122,Professional occupations in business management consulting,14.0,6.0,3.0,4.0,4.0,1.0,9.0,8.0
Alberta,1123,"Professional occupations in advertising, marketing and public relations",3.0,1.0,1.0,13.0,10.0,8.0,59.0,107.0
Alberta,1211,"Supervisors, general office and administrative support workers",1.0,2.0,3.0,3.0,2.0,5.0,11.0,10.0
Alberta,1212,"Supervisors, finance and insurance office workers",1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0
Alberta,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",57.0,32.0,16.0,44.0,35.0,57.0,128.0,118.0
Alberta,1221,Administrative officers,37.0,34.0,39.0,134.0,80.0,120.0,368.0,382.0
Alberta,1222,Executive assistants,0.0,2.0,1.0,0.0,0.0,1.0,5.0,2.0
Alberta,1223,Human resources and recruitment officers,3.0,2.0,1.0,1.0,1.0,2.0,20.0,34.0
Alberta,1224,Property administrators,5.0,1.0,0.0,3.0,2.0,1.0,8.0,5.0
Alberta,1225,Purchasing agents and officers,4.0,2.0,1.0,1.0,0.0,1.0,15.0,8.0
Alberta,1226,Conference and event planners,1.0,3.0,2.0,6.0,0.0,1.0,20.0,12.0
Alberta,1241,Administrative assistants,28.0,38.0,70.0,174.0,160.0,193.0,664.0,818.0
Alberta,1242,Legal administrative assistants,1.0,3.0,1.0,2.0,2.0,2.0,4.0,9.0
Alberta,1243,Medical administrative assistants,3.0,3.0,1.0,4.0,3.0,10.0,28.0,22.0
Alberta,1253,Records management technicians,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alberta,1254,Statistical officers and related research support occupations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alberta,1311,Accounting technicians and bookkeepers,24.0,26.0,22.0,62.0,49.0,76.0,331.0,430.0
Alberta,1313,Insurance underwriters,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Alberta,1411,General office support workers,1.0,0.0,0.0,1.0,0.0,0.0,3.0,35.0
Alberta,1414,Receptionists,0.0,0.0,0.0,4.0,0.0,0.0,7.0,78.0
Alberta,1415,Personnel clerks,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Alberta,1422,Data entry clerks,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
Alberta,1431,Accounting and related clerks,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0
Alberta,1432,Payroll clerks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Alberta,1434,"Banking, insurance and other financial clerks",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alberta,1435,Collectors,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alberta,1513,"Couriers, messengers and door-to-door distributors",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Alberta,1521,Shippers and receivers,11.0,0.0,3.0,5.0,3.0,3.0,56.0,65.0
Alberta,1522,Storekeepers and partspersons,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Alberta,1523,Production logistics co-ordinators,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Alberta,1524,Purchasing and inventory control workers,0.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0
Alberta,1525,Dispatchers,0.0,1.0,0.0,8.0,1.0,0.0,17.0,35.0
Alberta,1526,Transportation route and crew schedulers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Alberta,2111,Physicists and astronomers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alberta,2112,Chemists,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0
Alberta,2113,Geoscientists and oceanographers,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Alberta,2114,Meteorologists and climatologists,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2115,Other professional occupations in physical sciences,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Alberta,2121,Biologists and related scientists,3.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0
Alberta,2123,"Agricultural representatives, consultants and specialists",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alberta,2131,Civil engineers,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
Alberta,2132,Mechanical engineers,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0
Alberta,2133,Electrical and electronics engineers,1.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0
Alberta,2134,Chemical engineers,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0
Alberta,2141,Industrial and manufacturing engineers,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
Alberta,2142,Metallurgical and materials engineers,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Alberta,2143,Mining engineers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Alberta,2144,Geological engineers,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Alberta,2145,Petroleum engineers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2146,Aerospace engineers,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Alberta,2147,Computer engineers (except software engineers and designers),2.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0
Alberta,2148,"Other professional engineers, n.e.c.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alberta,2151,Architects,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Alberta,2152,Landscape architects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Alberta,2153,Urban and land use planners,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Alberta,2161,"Mathematicians, statisticians and actuaries",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Alberta,2171,Information systems analysts and consultants,14.0,13.0,39.0,51.0,21.0,33.0,92.0,40.0
Alberta,2172,Database analysts and data administrators,1.0,1.0,4.0,5.0,6.0,16.0,23.0,21.0
Alberta,2173,Software engineers and designers,15.0,10.0,15.0,19.0,13.0,32.0,58.0,53.0
Alberta,2174,Computer programmers and interactive media developers,13.0,9.0,25.0,46.0,26.0,63.0,292.0,53.0
Alberta,2175,Web designers and developers,7.0,4.0,5.0,9.0,12.0,21.0,26.0,31.0
Alberta,2211,Chemical technologists and technicians,2.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0
Alberta,2212,Geological and mineral technologists and technicians,6.0,5.0,0.0,1.0,0.0,0.0,3.0,5.0
Alberta,2221,Biological technologists and technicians,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0
Alberta,2223,Forestry technologists and technicians,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
Alberta,2225,Landscape and horticulture technicians and specialists,46.0,44.0,17.0,14.0,9.0,7.0,30.0,85.0
Alberta,2231,Civil engineering technologists and technicians,4.0,3.0,0.0,0.0,1.0,1.0,6.0,5.0
Alberta,2232,Mechanical engineering technologists and technicians,12.0,22.0,20.0,15.0,19.0,0.0,6.0,13.0
Alberta,2233,Industrial engineering and manufacturing technologists and technicians,2.0,0.0,0.0,5.0,1.0,4.0,5.0,5.0
Alberta,2234,Construction estimators,12.0,1.0,0.0,0.0,1.0,2.0,9.0,3.0
Alberta,2241,Electrical and electronics engineering technologists and technicians,10.0,3.0,3.0,3.0,1.0,0.0,23.0,14.0
Alberta,2242,Electronic service technicians (household and business equipment),6.0,8.0,6.0,8.0,4.0,2.0,10.0,4.0
Alberta,2243,Industrial instrument technicians and mechanics,51.0,16.0,11.0,35.0,1.0,12.0,3.0,12.0
Alberta,2251,Architectural technologists and technicians,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Alberta,2252,Industrial designers,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Alberta,2253,Drafting technologists and technicians,6.0,1.0,0.0,3.0,0.0,2.0,8.0,9.0
Alberta,2254,Land survey technologists and technicians,1.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0
Alberta,2255,Technical occupations in geomatics and meteorology,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2261,Non-destructive testers and inspection technicians,10.0,1.0,27.0,11.0,8.0,5.0,24.0,19.0
Alberta,2262,Engineering inspectors and regulatory officers,1.0,14.0,8.0,12.0,0.0,0.0,0.0,0.0
Alberta,2263,Inspectors in public and environmental health and occupational health and safety,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
Alberta,2264,Construction inspectors,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0
Alberta,2271,"Air pilots, flight engineers and flying instructors",9.0,8.0,8.0,11.0,5.0,2.0,32.0,6.0
Alberta,2272,Air traffic controllers and related occupations,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Alberta,2275,Railway traffic controllers and marine traffic regulators,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2281,Computer network technicians,7.0,4.0,4.0,4.0,8.0,14.0,30.0,26.0
Alberta,2282,User support technicians,1.0,2.0,0.0,7.0,2.0,4.0,12.0,29.0
Alberta,2283,Information systems testing technicians,0.0,4.0,1.0,0.0,2.0,4.0,2.0,9.0
Alberta,3012,Registered nurses and registered psychiatric nurses,1.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0
Alberta,3111,Specialist physicians,37.0,37.0,28.0,26.0,16.0,22.0,14.0,45.0
Alberta,3112,General practitioners and family physicians,90.0,26.0,17.0,13.0,20.0,16.0,23.0,70.0
Alberta,3113,Dentists,1.0,1.0,2.0,4.0,1.0,0.0,4.0,0.0
Alberta,3114,Veterinarians,3.0,3.0,5.0,5.0,1.0,6.0,17.0,9.0
Alberta,3122,Chiropractors,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Alberta,3124,Allied primary health practitioners,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Alberta,3125,Other professional occupations in health diagnosing and treating,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alberta,3131,Pharmacists,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,3132,Dietitians and nutritionists,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Alberta,3141,Audiologists and speech-language pathologists,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alberta,3142,Physiotherapists,6.0,0.0,1.0,0.0,2.0,12.0,16.0,10.0
Alberta,3144,Other professional occupations in therapy and assessment,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alberta,3213,Animal health technologists and veterinary technicians,0.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0
Alberta,3216,Medical sonographers,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
Alberta,3219,Other medical technologists and technicians (except dental health),1.0,2.0,0.0,2.0,3.0,3.0,7.0,18.0
Alberta,3222,Dental hygienists and dental therapists,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Alberta,3223,"Dental technologists, technicians and laboratory assistants",11.0,16.0,15.0,18.0,8.0,12.0,14.0,15.0
Alberta,3231,Opticians,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,3232,Practitioners of natural healing,1.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0
Alberta,3233,Licensed practical nurses,3.0,0.0,0.0,1.0,2.0,1.0,2.0,9.0
Alberta,3236,Massage therapists,3.0,2.0,7.0,20.0,10.0,8.0,18.0,3.0
Alberta,3237,Other technical occupations in therapy and assessment,3.0,0.0,0.0,3.0,1.0,2.0,5.0,8.0
Alberta,3411,Dental assistants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Alberta,3413,"Nurse aides, orderlies and patient service associates",10.0,0.0,1.0,4.0,2.0,0.0,37.0,84.0
Alberta,3414,Other assisting occupations in support of health services,1.0,0.0,0.0,1.0,1.0,0.0,3.0,20.0
Alberta,4011,University professors and lecturers,80.0,62.0,50.0,46.0,37.0,37.0,40.0,30.0
Alberta,4012,Post-secondary teaching and research assistants,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,4021,College and other vocational instructors,10.0,14.0,5.0,1.0,1.0,3.0,5.0,4.0
Alberta,4031,Secondary school teachers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alberta,4032,Elementary school and kindergarten teachers,5.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0
Alberta,4033,Educational counsellors,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Alberta,4111,Judges,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alberta,4151,Psychologists,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Alberta,4152,Social workers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,4153,"Family, marriage and other related counsellors",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Alberta,4154,Professional occupations in religion,11.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0
Alberta,4161,"Natural and applied science policy researchers, consultants and program officers",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Alberta,4163,Business development officers and marketing researchers and consultants,3.0,2.0,3.0,3.0,2.0,4.0,27.0,33.0
Alberta,4164,"Social policy researchers, consultants and program officers",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,4165,"Health policy researchers, consultants and program officers",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Alberta,4166,"Education policy researchers, consultants and program officers",0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Alberta,4167,"Recreation, sports and fitness policy researchers, consultants and program officers",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,4169,"Other professional occupations in social science, n.e.c.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alberta,4211,Paralegal and related occupations,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0
Alberta,4212,Social and community service workers,5.0,5.0,1.0,8.0,9.0,0.0,8.0,3.0
Alberta,4214,Early childhood educators and assistants,17.0,36.0,27.0,57.0,43.0,39.0,156.0,233.0
Alberta,4216,Other instructors,4.0,5.0,2.0,3.0,0.0,0.0,1.0,4.0
Alberta,4217,Other religious occupations,4.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0
Alberta,4311,Police officers (except commissioned),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alberta,4411,Home child care providers,958.0,975.0,1188.0,816.0,266.0,412.0,260.0,214.0
Alberta,4412,"Home support workers, housekeepers and related occupations",149.0,171.0,212.0,154.0,76.0,111.0,85.0,118.0
Alberta,4413,Elementary and secondary school teacher assistants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Alberta,5112,Conservators and curators,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,5113,Archivists,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alberta,5121,Authors and writers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,5122,Editors,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
Alberta,5123,Journalists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alberta,5125,"Translators, terminologists and interpreters",0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
Alberta,5131,"Producers, directors, choreographers and related occupations",24.0,12.0,7.0,8.0,9.0,12.0,12.0,2.0
Alberta,5132,"Conductors, composers and arrangers",3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Alberta,5133,Musicians and singers,9.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0
Alberta,5134,Dancers,3.0,3.0,1.0,4.0,2.0,1.0,0.0,4.0
Alberta,5135,Actors and comedians,9.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0
Alberta,5136,"Painters, sculptors and other visual artists",0.0,1.0,0.0,6.0,1.0,0.0,0.0,16.0
Alberta,5221,Photographers,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0
Alberta,5222,Film and video camera operators,10.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
Alberta,5223,Graphic arts technicians,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0
Alberta,5225,Audio and video recording technicians,10.0,8.0,7.0,7.0,0.0,0.0,3.0,7.0
Alberta,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",9.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0
Alberta,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Alberta,5231,Announcers and other broadcasters,5.0,5.0,6.0,8.0,0.0,0.0,4.0,8.0
Alberta,5232,"Other performers, n.e.c.",2.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0
Alberta,5241,Graphic designers and illustrators,7.0,8.0,6.0,10.0,6.0,11.0,18.0,23.0
Alberta,5242,Interior designers and interior decorators,1.0,0.0,4.0,2.0,1.0,2.0,4.0,3.0
Alberta,5243,"Theatre, fashion, exhibit and other creative designers",3.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0
Alberta,5244,Artisans and craftspersons,2.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0
Alberta,5245,"Patternmakers - textile, leather and fur products",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alberta,5252,Coaches,9.0,4.0,0.0,5.0,0.0,4.0,5.0,4.0
Alberta,5254,"Program leaders and instructors in recreation, sport and fitness",37.0,39.0,47.0,28.0,10.0,9.0,24.0,32.0
Alberta,6211,Retail sales supervisors,485.0,447.0,283.0,685.0,486.0,539.0,1125.0,921.0
Alberta,6221,Technical sales specialists - wholesale trade,9.0,6.0,4.0,10.0,4.0,10.0,22.0,23.0
Alberta,6222,Retail and wholesale buyers,1.0,2.0,2.0,4.0,4.0,5.0,6.0,4.0
Alberta,6231,Insurance agents and brokers,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0
Alberta,6235,Financial sales representatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alberta,6311,Food service supervisors,1347.0,1397.0,1065.0,1612.0,974.0,1204.0,3020.0,2096.0
Alberta,6312,Executive housekeepers,24.0,5.0,7.0,8.0,3.0,8.0,36.0,8.0
Alberta,6313,"Accommodation, travel, tourism and related services supervisors",35.0,52.0,30.0,61.0,46.0,53.0,76.0,50.0
Alberta,6314,Customer and information services supervisors,1.0,2.0,1.0,2.0,6.0,2.0,11.0,8.0
Alberta,6315,Cleaning supervisors,155.0,130.0,92.0,142.0,80.0,127.0,201.0,151.0
Alberta,6316,Other services supervisors,22.0,22.0,31.0,32.0,18.0,14.0,67.0,46.0
Alberta,6321,Chefs,31.0,19.0,32.0,27.0,18.0,34.0,50.0,51.0
Alberta,6322,Cooks,975.0,851.0,760.0,1345.0,753.0,1085.0,2796.0,2247.0
Alberta,6331,"Butchers, meat cutters and fishmongers - retail and wholesale",83.0,65.0,12.0,38.0,48.0,34.0,158.0,150.0
Alberta,6332,Bakers,78.0,48.0,56.0,77.0,51.0,105.0,255.0,154.0
Alberta,6341,Hairstylists and barbers,44.0,61.0,74.0,114.0,33.0,86.0,166.0,198.0
Alberta,6342,"Tailors, dressmakers, furriers and milliners",3.0,16.0,8.0,16.0,8.0,8.0,21.0,19.0
Alberta,6343,Shoe repairers and shoemakers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Alberta,6344,"Jewellers, jewellery and watch repairers and related occupations",3.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0
Alberta,6345,Upholsterers,4.0,10.0,1.0,7.0,2.0,16.0,16.0,18.0
Alberta,6411,Sales and account representatives - wholesale trade (non-technical),0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
Alberta,6421,Retail salespersons,20.0,16.0,4.0,16.0,1.0,0.0,108.0,171.0
Alberta,6511,Maîtres d'hôtel and hosts/hostesses,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
Alberta,6512,Bartenders,0.0,0.0,0.0,2.0,0.0,0.0,4.0,14.0
Alberta,6513,Food and beverage servers,27.0,14.0,0.0,16.0,4.0,0.0,46.0,131.0
Alberta,6521,Travel counsellors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Alberta,6525,Hotel front desk clerks,21.0,16.0,4.0,23.0,5.0,0.0,63.0,131.0
Alberta,6531,Tour and travel guides,21.0,19.0,16.0,13.0,2.0,0.0,0.0,2.0
Alberta,6532,Outdoor sport and recreational guides,8.0,14.0,19.0,24.0,4.0,16.0,44.0,58.0
Alberta,6541,Security guards and related security service occupations,1.0,0.0,1.0,0.0,0.0,0.0,4.0,19.0
Alberta,6552,Other customer and information services representatives,0.0,0.0,0.0,0.0,1.0,0.0,3.0,17.0
Alberta,6562,"Estheticians, electrologists and related occupations",9.0,12.0,8.0,18.0,14.0,0.0,118.0,267.0
Alberta,6563,Pet groomers and animal care workers,7.0,3.0,5.0,4.0,0.0,1.0,3.0,6.0
Alberta,6611,Cashiers,47.0,17.0,0.0,40.0,5.0,0.0,106.0,535.0
Alberta,6621,Service station attendants,11.0,2.0,0.0,2.0,2.0,0.0,7.0,4.0
Alberta,6622,"Store shelf stockers, clerks and order fillers",10.0,3.0,0.0,0.0,0.0,0.0,2.0,74.0
Alberta,6623,Other sales related occupations,12.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0
Alberta,6711,"Food counter attendants, kitchen helpers and related support occupations",140.0,34.0,4.0,79.0,22.0,0.0,1178.0,2828.0
Alberta,6721,"Support occupations in accommodation, travel and facilities set-up services",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Alberta,6722,"Operators and attendants in amusement, recreation and sport",3.0,17.0,18.0,25.0,0.0,0.0,0.0,17.0
Alberta,6731,Light duty cleaners,111.0,102.0,52.0,195.0,36.0,1.0,490.0,705.0
Alberta,6732,Specialized cleaners,12.0,19.0,2.0,20.0,7.0,0.0,26.0,71.0
Alberta,6733,"Janitors, caretakers and building superintendents",0.0,7.0,0.0,4.0,1.0,0.0,21.0,81.0
Alberta,6741,"Dry cleaning, laundry and related occupations",2.0,4.0,3.0,3.0,3.0,0.0,7.0,35.0
Alberta,6742,"Other service support occupations, n.e.c.",0.0,0.0,0.0,7.0,0.0,0.0,1.0,20.0
Alberta,7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",7.0,3.0,5.0,5.0,0.0,2.0,3.0,1.0
Alberta,7202,"Contractors and supervisors, electrical trades and telecommunications occupations",3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
Alberta,7204,"Contractors and supervisors, carpentry trades",8.0,3.0,7.0,6.0,3.0,4.0,16.0,26.0
Alberta,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",28.0,28.0,31.0,15.0,7.0,11.0,49.0,18.0
Alberta,7231,Machinists and machining and tooling inspectors,14.0,13.0,21.0,14.0,7.0,24.0,38.0,36.0
Alberta,7233,Sheet metal workers,6.0,0.0,2.0,3.0,0.0,0.0,18.0,8.0
Alberta,7234,Boilermakers,0.0,0.0,37.0,0.0,0.0,0.0,30.0,3.0
Alberta,7235,Structural metal and platework fabricators and fitters,13.0,7.0,3.0,10.0,0.0,3.0,10.0,19.0
Alberta,7236,Ironworkers,5.0,0.0,1.0,0.0,0.0,0.0,12.0,35.0
Alberta,7237,Welders and related machine operators,29.0,1.0,1.0,13.0,0.0,1.0,143.0,105.0
Alberta,7241,Electricians (except industrial and power system),4.0,4.0,0.0,2.0,0.0,0.0,12.0,5.0
Alberta,7242,Industrial electricians,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,7243,Power system electricians,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,7244,Electrical power line and cable workers,0.0,40.0,0.0,0.0,1.0,17.0,1.0,0.0
Alberta,7245,Telecommunications line and cable workers,2.0,4.0,0.0,3.0,2.0,6.0,29.0,4.0
Alberta,7246,Telecommunications installation and repair workers,8.0,5.0,4.0,13.0,6.0,13.0,11.0,19.0
Alberta,7247,Cable television service and maintenance technicians,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Alberta,7251,Plumbers,9.0,2.0,0.0,2.0,0.0,1.0,10.0,8.0
Alberta,7252,"Steamfitters, pipefitters and sprinkler system installers",2.0,0.0,1.0,3.0,1.0,0.0,1.0,75.0
Alberta,7253,Gas fitters,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
Alberta,7271,Carpenters,95.0,70.0,38.0,35.0,56.0,52.0,286.0,365.0
Alberta,7272,Cabinetmakers,35.0,23.0,12.0,28.0,17.0,27.0,72.0,45.0
Alberta,7281,Bricklayers,21.0,17.0,24.0,15.0,10.0,17.0,19.0,1.0
Alberta,7282,Concrete finishers,188.0,206.0,196.0,218.0,135.0,121.0,421.0,387.0
Alberta,7283,Tilesetters,76.0,77.0,60.0,68.0,64.0,55.0,91.0,89.0
Alberta,7284,"Plasterers, drywall installers and finishers and lathers",160.0,268.0,213.0,328.0,155.0,249.0,528.0,422.0
Alberta,7291,Roofers and shinglers,50.0,72.0,67.0,72.0,45.0,89.0,180.0,148.0
Alberta,7292,Glaziers,16.0,5.0,12.0,9.0,7.0,5.0,11.0,15.0
Alberta,7293,Insulators,11.0,5.0,18.0,2.0,14.0,6.0,52.0,8.0
Alberta,7294,Painters and decorators (except interior decorators),52.0,63.0,40.0,76.0,26.0,37.0,131.0,183.0
Alberta,7295,Floor covering installers,30.0,19.0,45.0,20.0,8.0,26.0,45.0,30.0
Alberta,7301,"Contractors and supervisors, mechanic trades",4.0,3.0,2.0,4.0,2.0,6.0,6.0,3.0
Alberta,7302,"Contractors and supervisors, heavy equipment operator crews",24.0,11.0,4.0,7.0,7.0,4.0,53.0,24.0
Alberta,7303,"Supervisors, printing and related occupations",3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0
Alberta,7304,"Supervisors, railway transport operations",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alberta,7305,"Supervisors, motor transport and other ground transit operators",18.0,36.0,23.0,41.0,13.0,38.0,27.0,17.0
Alberta,7311,Construction millwrights and industrial mechanics,11.0,6.0,15.0,5.0,1.0,17.0,17.0,26.0
Alberta,7312,Heavy-duty equipment mechanics,29.0,14.0,11.0,34.0,24.0,3.0,94.0,110.0
Alberta,7313,Refrigeration and air conditioning mechanics,2.0,0.0,2.0,0.0,0.0,3.0,6.0,9.0
Alberta,7315,Aircraft mechanics and aircraft inspectors,1.0,0.0,0.0,1.0,18.0,2.0,24.0,1.0
